store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,29928,Tim Hortons,-113.38822,53.599144,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",10,29928,axLfdXz-hV7_ev2Ne3s9mw,Tim Hortons,2943 137 Avenue,T5A 5G8,"{""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'very_loud'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"",""RestaurantsDelivery"":""False"",""HasTV"":""False""}",3,"Sandwiches, Delis, Coffee & Tea, Bakeries, Food, Donuts, Restaurants"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,76885,Smitty's Family Restaurant,-113.42939,53.454853,[],10,76885,RY8I-VP7g-BMfGOSMA2lgg,Smitty's Family Restaurant,"66 Street NW, Suite 2331",T6K 4B4,"{""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False""}",3,"Restaurants, American (Traditional)"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,26601,Boston Pizza,-113.39499,53.616806,[489 418 462 202  30],10,26601,NRhDoIZd5LKR7W1BxjE3_w,Boston Pizza,15541 37st NW,T5Y 0S5,"{""RestaurantsTakeOut"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""True"",""GoodForKids"":""True"",""WiFi"":""'free'"",""BikeParking"":""True"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""BusinessParking"":""None"",""OutdoorSeating"":""True"",""RestaurantsTableService"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",2.5,"Italian, Restaurants, Pizza"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,50691,Edo Japan,-113.60646,53.435326,[ 29 103 538  54 166 168  57 387   3 259 205 426 496 264 487 315 272],10,50691,S1fSP3_KG9AYR0pNOIsacg,Edo Japan,5368 Currents Drive NW,T6W 0L9,"{""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""WiFi"":""'no'"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2"",""HasTV"":""True""}",3,"Japanese, Food, Restaurants"
Nhon Hoa Sandwich Bar,-113.4933319,53.51830292,80455,Freshii,-113.582596,53.641514,[],10,80455,Nliy-danjhEljFaubeYZSA,Freshii,"10514 111th St, 10514 111 Street",T5H 0X8,"{""Caters"":""True"",""RestaurantsAttire"":""'casual'"",""HasTV"":""False"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""1"",""DogsAllowed"":""False"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False""}",3.5,"Restaurants, Food, Fast Food, Vegetarian, Juice Bars & Smoothies, Salad"
Subway,-113.5165939,53.54585648,61485,Boston Pizza,-113.53563,53.548717,[  1 407 175 483 386 527 464],7,61485,c2CCbrD1BDlwT9z1UixCww,Boston Pizza,10543 124 Street NW,T5N 1R8,"{""BikeParking"":""True"",""HasTV"":""True"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"",""Alcohol"":""u'full_bar'"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""True"",""WiFi"":""u'no'"",""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",2.5,"Italian, Restaurants, Pizza"
Subway,-113.5165939,53.54585648,52907,Mucho Burrito,-113.57312,53.598293,[146 137 156 422 218  17   9],7,52907,Unf9ZWSA44qWkxv1-UXcyw,Mucho Burrito,13653 St Albert Tr,T5L 5E7,"{""Alcohol"":""'beer_and_wine'"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""RestaurantsTableService"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""True"",""DriveThru"":""False"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'no'"",""BikeParking"":""True"",""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""Caters"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}",3.5,"Mexican, Restaurants"
Subway,-113.5165939,53.54585648,16718,Coco Deep Fried Chicken,-113.678955,53.51163,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",7,16718,nzmOsV_uQ8jOrEurvhvxEQ,Coco Deep Fried Chicken,3030 Granville Drive NW,T5T 1K8,"{""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""Caters"":""True"",""WiFi"":""u'free'"",""GoodForKids"":""False""}",4,"Korean, Restaurants, Chicken Shop"
Subway,-113.5165939,53.54585648,17199,V Sandwiches,-113.49224,53.54193,[],7,17199,9ARtxpInAHsAMQpyMlckFw,V Sandwiches,10135 100A Street,T5J 0R5,"{""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""HasTV"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""Caters"":""False"",""Alcohol"":""u'none'"",""WiFi"":""u'no'"",""RestaurantsGoodForGroups"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""NoiseLevel"":""u'average'""}",4.5,"Restaurants, Sandwiches, Vietnamese"
Subway,-113.5165939,53.54585648,43383,Boston Pizza,-113.523125,53.571045,[],7,43383,mJzawmNtX8o7oSzANNEAIg,Boston Pizza,1000 Airport Road,T9E 0V3,"{""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""False"",""GoodForKids"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""True""}",2,"Pizza, Restaurants"
Subway,-113.5165939,53.54585648,88184,Arby's,-113.626656,53.538486,[252 146 137 156 422 218   9 423],7,88184,f8VtHgpi3S6YE3nxyddGlQ,Arby's,17720 100th Avenue NW,T5S 1S9,"{""RestaurantsPriceRange2"":""2"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""WiFi"":""'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True""}",3,"Sandwiches, Burgers, Fast Food, Restaurants"
Subway,-113.5093079,53.45349121,14540,Amore Pasta,-113.5632,53.45447,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],7,14540,XEDHOTTKGWsaMnC91Yw5Xw,Amore Pasta,14016 23rd Avenue,T6R 3L6,"{""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BikeParking"":""False"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""None"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""False"",""RestaurantsGoodForGroups"":""False"",""RestaurantsPriceRange2"":""2"",""Caters"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""NoiseLevel"":""u'quiet'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",4,"Italian, Restaurants"
Albert's Family Restaurant,-113.5363235,53.54956818,60998,Earls Kitchen + Bar,-113.52049,53.52276,[146 137 156 422 218  17   9],4,60998,TVnFosNakNo95KtUGixaOw,Earls Kitchen + Bar,"8629 112th Street, Campus Towers",T6G 1K1,"{""RestaurantsReservations"":""True"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'loud'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""WiFi"":""u'free'"",""Caters"":""False"",""HasTV"":""True"",""HappyHour"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BusinessAcceptsCreditCards"":""True""}",3,"Cocktail Bars, Canadian (New), American (New), Bars, Restaurants, Comfort Food, Nightlife"
Albert's Family Restaurant,-113.5363235,53.54956818,53299,Tim Hortons,-113.49529,53.54109,[305 325 158],4,53299,Y50hBZo0V-9mqPkSgRwR-A,Tim Hortons,10150 Jasper Ave NW,T5J 1W4,"{""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""False"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""'free'"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",3,"Donuts, Coffee & Tea, Bagels, Food, Sandwiches, Restaurants, Delis"
Lazia Restaurant,-113.4954987,53.54332733,58333,Thai Express,-113.51588,53.486164,[  1 407 175 483 386 527 464],10,58333,fT2a-dt3BmuO5pRe-NagiQ,Thai Express,5015 111 Street,T6H 4M6,"{""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""True""}",2.5,"Restaurants, Thai"
Lazia Restaurant,-113.4954987,53.54332733,53945,McDonald's,-113.55203,53.56153,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],10,53945,YgZwJJDb81jcPHLjJ1mYIA,McDonald's,11260 Groat Road,T5M 4E7,"{""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsTableService"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"",""NoiseLevel"":""'loud'"",""Caters"":""False"",""Alcohol"":""'none'"",""WiFi"":""'free'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""DriveThru"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""False""}",2,"Burgers, Fast Food, Food, Coffee & Tea, Restaurants"
Lazia Restaurant,-113.4954987,53.54332733,52186,Wok Box,-113.37086,53.478474,[146 137 156 422 218  17   9],10,52186,mSJinzkxprOIB-25I4r2sQ,Wok Box,3922 17 Street,T6T 0C2,"{""RestaurantsDelivery"":""False"",""HasTV"":""True"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""False"",""RestaurantsTakeOut"":""True"",""WiFi"":""'no'"",""RestaurantsPriceRange2"":""1"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",2.5,"Asian Fusion, American (New), Restaurants, Canadian (New)"
Lazia Restaurant,-113.4954987,53.54332733,92946,Moxie's Grill & Bar,-113.48958,53.44558,[],10,92946,HsTAssMCw5N_f3fxsdVOnw,Moxie's Grill & Bar,1739 102 Street NW,T6N 0B1,"{""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""RestaurantsReservations"":""True"",""BikeParking"":""False"",""RestaurantsPriceRange2"":""2"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""WiFi"":""'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTakeOut"":""True""}",3.5,"Steakhouses, Lounges, American (Traditional), Nightlife, Asian Fusion, Restaurants, Bars, Canadian (New)"
Lazia Restaurant,-113.4954987,53.54332733,41568,Joey's Seafood Restaurants,-113.61695,53.53214,[],10,41568,mCItpaFOMhrDgkMhzGZ_9w,Joey's Seafood Restaurants,17018 95th Ave NW,T5T 5L9,"{""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""u'beer_and_wine'"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""Caters"":""False"",""OutdoorSeating"":""False"",""WiFi"":""u'free'"",""NoiseLevel"":""u'quiet'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""DogsAllowed"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""True"",""WheelchairAccessible"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",3.5,"Fish & Chips, Restaurants, Salad, Seafood"
Lazia Restaurant,-113.4954987,53.54332733,3973,Calle Mexico,-113.622116,53.522568,[265 431 203 443 316 263],10,3973,FTIOah_Ivhhj5d7tV_eh-g,Calle Mexico,1532-8882 170 Street NW,T5T 4M2,"{""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTableService"":""False""}",5,"Mexican, Restaurants"
Lazia Restaurant,-113.4954987,53.54332733,97974,Tokyo Express,-113.496994,53.51394,"[ 87 120  33 141  11 434 367 349 343 283 394 244 308  28 494   4 375 420
 492]",10,97974,qULlOA67_uqSAGmCqfoG3g,Tokyo Express,10371 78 Avenue NW,T6E 6T3,"{""RestaurantsReservations"":""False"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'none'"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""False"",""OutdoorSeating"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""'quiet'"",""WiFi"":""'no'"",""BusinessAcceptsCreditCards"":""True"",""GoodForKids"":""True"",""HasTV"":""True"",""BikeParking"":""True"",""Caters"":""True""}",2.5,"Sushi Bars, Restaurants, Fast Food, Japanese"
